stage,layer,module,module_path,epsilon,lambda_scale,lambda_options,matrix_reduced_rank,top_k,num_singular_vectors,num_intruders,intruder_fraction,mean_max_similarity,min_max_similarity,correction_frobenius_norm
sst2,5,down_proj,layers.5.mlp.down_proj,0.8,0.0,"[0.0, 0.5]",2048,100,100,0,0.0,0.9982443451881409,0.9850926995277405,0.0
sst2,6,q_proj,layers.6.self_attn.q_proj,0.8,0.0,"[0.0, 0.5]",2048,100,100,0,0.0,0.9987169504165649,0.9898938536643982,0.0
sst2,6,v_proj,layers.6.self_attn.v_proj,0.8,0.0,"[0.0, 0.5]",512,100,100,0,0.0,0.9831636548042297,0.9285678267478943,0.0
sst2,6,up_proj,layers.6.mlp.up_proj,0.8,0.0,"[0.0, 0.5]",2048,100,100,0,0.0,0.9892720580101013,0.8105210065841675,0.0
sst2,6,down_proj,layers.6.mlp.down_proj,0.8,0.0,"[0.0, 0.5]",2048,100,100,0,0.0,0.9951642751693726,0.8871970176696777,0.0
sst2,7,q_proj,layers.7.self_attn.q_proj,0.8,0.0,"[0.0, 0.5]",2048,100,100,0,0.0,0.9990749359130859,0.9944255352020264,0.0
sst2,7,v_proj,layers.7.self_attn.v_proj,0.8,0.0,"[0.0, 0.5]",512,100,100,4,0.04,0.9792391061782837,0.7403247952461243,1.7098489999771118
sst2,7,up_proj,layers.7.mlp.up_proj,0.8,0.0,"[0.0, 0.5]",2048,100,100,2,0.02,0.991617739200592,0.7128060460090637,4.173804759979248
sst2,7,down_proj,layers.7.mlp.down_proj,0.8,0.0,"[0.0, 0.5]",2048,100,100,0,0.0,0.9982097744941711,0.933648407459259,0.0
sst2,8,q_proj,layers.8.self_attn.q_proj,0.8,0.0,"[0.0, 0.5]",2048,100,100,0,0.0,0.9993391633033752,0.9961717128753662,0.0
sst2,8,v_proj,layers.8.self_attn.v_proj,0.8,0.0,"[0.0, 0.5]",512,100,100,4,0.04,0.9769445061683655,0.6938526630401611,1.559203028678894
sst2,8,up_proj,layers.8.mlp.up_proj,0.8,0.0,"[0.0, 0.5]",2048,100,100,0,0.0,0.9938401579856873,0.8883165717124939,0.0
sst2,8,down_proj,layers.8.mlp.down_proj,0.8,0.0,"[0.0, 0.5]",2048,100,100,0,0.0,0.9991727471351624,0.9796999096870422,0.0
sst2,9,q_proj,layers.9.self_attn.q_proj,0.8,0.0,"[0.0, 0.5]",2048,100,100,0,0.0,0.9994838237762451,0.9987035989761353,0.0
sst2,9,v_proj,layers.9.self_attn.v_proj,0.8,0.0,"[0.0, 0.5]",512,100,100,0,0.0,0.9836817383766174,0.8738670945167542,0.0
sst2,9,up_proj,layers.9.mlp.up_proj,0.8,0.0,"[0.0, 0.5]",2048,100,100,0,0.0,0.993934154510498,0.9400063753128052,0.0
sst2,9,down_proj,layers.9.mlp.down_proj,0.8,0.0,"[0.0, 0.5]",2048,100,100,0,0.0,0.9988563656806946,0.9840099215507507,0.0
