stage,layer,module,module_path,epsilon,lambda_scale,lambda_options,num_singular_vectors,num_intruders,intruder_fraction,mean_max_similarity,min_max_similarity,correction_frobenius_norm
sst2,9,v_proj,layers.9.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,2,0.00390625,0.9531318545341492,0.6221839189529419,0.3863237798213959
sst2,9,up_proj,layers.9.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,17,0.00830078125,0.9382884502410889,0.5951962471008301,2.771850347518921
sst2,9,down_proj,layers.9.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,17,0.00830078125,0.9410288333892822,0.6331905126571655,2.9790775775909424
sst2,10,q_proj,layers.10.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,189,0.09228515625,0.9036938548088074,0.4541657567024231,0.8399952054023743
sst2,10,v_proj,layers.10.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,3,0.005859375,0.9563669562339783,0.6909017562866211,0.4930489957332611
sst2,10,up_proj,layers.10.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,22,0.0107421875,0.9451854825019836,0.6210709810256958,3.3223159313201904
sst2,10,down_proj,layers.10.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,20,0.009765625,0.9465168714523315,0.5908651947975159,3.0797860622406006
sst2,11,q_proj,layers.11.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,38,0.0185546875,0.943234384059906,0.591216504573822,0.7788282632827759
sst2,11,v_proj,layers.11.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,0,0.0,0.9762096405029297,0.7741331458091736,0.0
sst2,11,up_proj,layers.11.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,6,0.0029296875,0.9558789730072021,0.6161128282546997,1.6722792387008667
sst2,11,down_proj,layers.11.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,10,0.0048828125,0.9532198905944824,0.642656147480011,2.47012996673584
sst2,12,q_proj,layers.12.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,41,0.02001953125,0.9460008144378662,0.569233775138855,0.4281292259693146
sst2,12,v_proj,layers.12.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,0,0.0,0.9791430234909058,0.7053678631782532,0.0
sst2,12,up_proj,layers.12.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,6,0.0029296875,0.9636144042015076,0.6752748489379883,1.8568150997161865
sst2,12,down_proj,layers.12.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,3,0.00146484375,0.9600548148155212,0.6536858677864075,1.2766478061676025
sst2,13,q_proj,layers.13.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,47,0.02294921875,0.9412404894828796,0.5389899015426636,0.8417037129402161
sst2,13,v_proj,layers.13.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,0,0.0,0.9870353937149048,0.7033665180206299,0.0
sst2,13,up_proj,layers.13.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,5,0.00244140625,0.9644768834114075,0.6649178862571716,1.4072856903076172
sst2,13,down_proj,layers.13.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,6,0.0029296875,0.9632833003997803,0.6563536524772644,1.7644118070602417
sst2,14,q_proj,layers.14.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,121,0.05908203125,0.9173237085342407,0.4456184208393097,0.569518506526947
sst2,14,v_proj,layers.14.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,0,0.0,0.9947679042816162,0.8039068579673767,0.0
sst2,14,up_proj,layers.14.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,0,0.0,0.9692015647888184,0.7010307908058167,0.0
sst2,14,down_proj,layers.14.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,1,0.00048828125,0.9678788781166077,0.6891664266586304,0.8266578912734985
sst2,15,q_proj,layers.15.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,188,0.091796875,0.9039499759674072,0.46920305490493774,0.6716650128364563
sst2,15,v_proj,layers.15.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,0,0.0,0.993256688117981,0.7137942314147949,0.0
sst2,15,up_proj,layers.15.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,5,0.00244140625,0.966598391532898,0.6404364109039307,1.7755874395370483
sst2,15,down_proj,layers.15.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,8,0.00390625,0.9618784189224243,0.590741753578186,1.516973614692688
siqa,0,q_proj,layers.0.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,301,0.14697265625,0.8739455342292786,0.3025914132595062,1.1873337030410767
siqa,0,v_proj,layers.0.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,77,0.150390625,0.8397941589355469,0.4967966079711914,1.3426120281219482
siqa,0,up_proj,layers.0.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,353,0.17236328125,0.8223157525062561,0.4526466727256775,13.28382396697998
siqa,0,down_proj,layers.0.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,457,0.22314453125,0.8070201873779297,0.4643486440181732,15.718619346618652
siqa,1,q_proj,layers.1.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,373,0.18212890625,0.8587331175804138,0.3774906098842621,2.0620086193084717
siqa,1,v_proj,layers.1.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,76,0.1484375,0.8375331163406372,0.5372257828712463,1.8565819263458252
siqa,1,up_proj,layers.1.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,342,0.1669921875,0.8233973979949951,0.5208149552345276,13.403611183166504
siqa,1,down_proj,layers.1.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,351,0.17138671875,0.8297233581542969,0.4848332703113556,13.697003364562988
siqa,2,q_proj,layers.2.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,335,0.16357421875,0.8624761700630188,0.4003203511238098,1.9440463781356812
siqa,2,v_proj,layers.2.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,23,0.044921875,0.8933708667755127,0.5671358704566956,1.162438988685608
siqa,2,up_proj,layers.2.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,393,0.19189453125,0.8153594136238098,0.5144879221916199,13.953771591186523
siqa,2,down_proj,layers.2.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,269,0.13134765625,0.8409805297851562,0.49247032403945923,11.065140724182129
siqa,3,q_proj,layers.3.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,252,0.123046875,0.8748269081115723,0.43180426955223083,1.7358293533325195
siqa,3,v_proj,layers.3.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,18,0.03515625,0.8960292935371399,0.567802906036377,1.1777974367141724
siqa,3,up_proj,layers.3.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,410,0.2001953125,0.811607837677002,0.46604034304618835,13.46673583984375
siqa,3,down_proj,layers.3.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,345,0.16845703125,0.831744909286499,0.4695791006088257,12.119039535522461
siqa,4,q_proj,layers.4.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,376,0.18359375,0.852959394454956,0.41392746567726135,2.258765697479248
siqa,4,v_proj,layers.4.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,21,0.041015625,0.890322208404541,0.5581182241439819,1.265135645866394
siqa,4,up_proj,layers.4.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,393,0.19189453125,0.8145036697387695,0.4732573330402374,13.186105728149414
siqa,4,down_proj,layers.4.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,285,0.13916015625,0.8398358225822449,0.5051944851875305,10.858179092407227
siqa,5,q_proj,layers.5.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,564,0.275390625,0.8132807612419128,0.3544570207595825,2.4540441036224365
siqa,5,v_proj,layers.5.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,32,0.0625,0.8724831938743591,0.563475489616394,1.2059626579284668
siqa,5,up_proj,layers.5.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,270,0.1318359375,0.8368293046951294,0.5077271461486816,10.852946281433105
siqa,5,down_proj,layers.5.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,250,0.1220703125,0.8519223928451538,0.45662033557891846,9.920669555664062
siqa,6,q_proj,layers.6.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,510,0.2490234375,0.8238521814346313,0.35799095034599304,2.2753846645355225
siqa,6,v_proj,layers.6.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,13,0.025390625,0.8991700410842896,0.546532154083252,0.8537787199020386
siqa,6,up_proj,layers.6.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,234,0.1142578125,0.8534010052680969,0.5123433470726013,10.208138465881348
siqa,6,down_proj,layers.6.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,212,0.103515625,0.8632249236106873,0.5052153468132019,8.95656967163086
siqa,7,q_proj,layers.7.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,502,0.2451171875,0.8297246694564819,0.34581103920936584,1.9578301906585693
siqa,7,v_proj,layers.7.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,6,0.01171875,0.938274085521698,0.6057246923446655,0.4985131323337555
siqa,7,up_proj,layers.7.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,126,0.0615234375,0.8801547884941101,0.5498549342155457,7.1012115478515625
siqa,7,down_proj,layers.7.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,98,0.0478515625,0.8934369087219238,0.5700110197067261,6.261956214904785
siqa,8,q_proj,layers.8.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,450,0.2197265625,0.8419703245162964,0.3669143617153168,1.6711758375167847
siqa,8,v_proj,layers.8.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,8,0.015625,0.9333370327949524,0.6243938207626343,0.6618303656578064
siqa,8,up_proj,layers.8.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,96,0.046875,0.893341600894928,0.5814106464385986,6.705357551574707
siqa,8,down_proj,layers.8.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,69,0.03369140625,0.9059675931930542,0.5420300364494324,5.395374298095703
siqa,9,q_proj,layers.9.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,298,0.1455078125,0.8768850564956665,0.37356966733932495,1.4261014461517334
siqa,9,v_proj,layers.9.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,4,0.0078125,0.9334216713905334,0.6161829233169556,0.554987370967865
siqa,9,up_proj,layers.9.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,50,0.0244140625,0.9161088466644287,0.5521740913391113,4.695799350738525
siqa,9,down_proj,layers.9.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,41,0.02001953125,0.9191672205924988,0.5940160751342773,4.426146984100342
siqa,10,q_proj,layers.10.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,347,0.16943359375,0.8714669942855835,0.4012933373451233,1.3141875267028809
siqa,10,v_proj,layers.10.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,4,0.0078125,0.934788703918457,0.6783491373062134,0.6062933802604675
siqa,10,up_proj,layers.10.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,35,0.01708984375,0.9229327440261841,0.6149418354034424,4.29956579208374
siqa,10,down_proj,layers.10.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,48,0.0234375,0.9233273267745972,0.572198748588562,4.950469970703125
siqa,11,q_proj,layers.11.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,118,0.0576171875,0.9113858938217163,0.5188570618629456,1.2365792989730835
siqa,11,v_proj,layers.11.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,0,0.0,0.9632748365402222,0.7029455304145813,0.0
siqa,11,up_proj,layers.11.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,24,0.01171875,0.9375843405723572,0.6171796321868896,3.3282175064086914
siqa,11,down_proj,layers.11.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,18,0.0087890625,0.9379665851593018,0.5895429849624634,3.0949723720550537
siqa,12,q_proj,layers.12.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,124,0.060546875,0.9147936105728149,0.4878958761692047,0.7267412543296814
siqa,12,v_proj,layers.12.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,0,0.0,0.9686693549156189,0.700237512588501,0.0
siqa,12,up_proj,layers.12.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,13,0.00634765625,0.9477854371070862,0.6291271448135376,2.526120901107788
siqa,12,down_proj,layers.12.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,22,0.0107421875,0.9470765590667725,0.590092122554779,3.703587293624878
siqa,13,q_proj,layers.13.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,141,0.06884765625,0.9094060659408569,0.4681181013584137,1.1847965717315674
siqa,13,v_proj,layers.13.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,1,0.001953125,0.9775811433792114,0.6952322125434875,0.2223961502313614
siqa,13,up_proj,layers.13.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,13,0.00634765625,0.9512847065925598,0.6339929699897766,2.364633083343506
siqa,13,down_proj,layers.13.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,14,0.0068359375,0.9532325267791748,0.6561827659606934,2.7605443000793457
siqa,14,q_proj,layers.14.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,232,0.11328125,0.889997661113739,0.4317067563533783,0.8086614608764648
siqa,14,v_proj,layers.14.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,0,0.0,0.9923787117004395,0.7993780970573425,0.0
siqa,14,up_proj,layers.14.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,4,0.001953125,0.9594253301620483,0.6174182891845703,1.4203193187713623
siqa,14,down_proj,layers.14.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,3,0.00146484375,0.9626453518867493,0.6766902804374695,1.296423316001892
siqa,15,q_proj,layers.15.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,272,0.1328125,0.8863766193389893,0.4415234625339508,0.8607587814331055
siqa,15,v_proj,layers.15.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,0,0.0,0.991043746471405,0.7439218759536743,0.0
siqa,15,up_proj,layers.15.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,8,0.00390625,0.9588192105293274,0.6153447031974792,2.134103536605835
siqa,15,down_proj,layers.15.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,16,0.0078125,0.9517810940742493,0.6138980984687805,2.4771602153778076
winogrande,0,q_proj,layers.0.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,323,0.15771484375,0.8680371046066284,0.30955541133880615,1.2978018522262573
winogrande,0,v_proj,layers.0.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,82,0.16015625,0.8367706537246704,0.5166268944740295,1.3172093629837036
winogrande,0,up_proj,layers.0.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,398,0.1943359375,0.8146077990531921,0.48658284544944763,14.122666358947754
winogrande,0,down_proj,layers.0.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,490,0.2392578125,0.795386552810669,0.4537477195262909,16.319372177124023
winogrande,1,q_proj,layers.1.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,402,0.1962890625,0.8521753549575806,0.3697797954082489,2.0687973499298096
winogrande,1,v_proj,layers.1.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,75,0.146484375,0.8309133648872375,0.5460725426673889,1.9132804870605469
winogrande,1,up_proj,layers.1.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,379,0.18505859375,0.8178999423980713,0.48240524530410767,14.185006141662598
winogrande,1,down_proj,layers.1.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,362,0.1767578125,0.8236830234527588,0.47893089056015015,13.905521392822266
winogrande,2,q_proj,layers.2.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,368,0.1796875,0.8571639657020569,0.3586829900741577,2.3000006675720215
winogrande,2,v_proj,layers.2.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,21,0.041015625,0.8863001465797424,0.5707778334617615,1.0086475610733032
winogrande,2,up_proj,layers.2.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,410,0.2001953125,0.8097631335258484,0.47966164350509644,14.215353012084961
winogrande,2,down_proj,layers.2.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,299,0.14599609375,0.8360655307769775,0.4276926517486572,11.71715259552002
winogrande,3,q_proj,layers.3.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,292,0.142578125,0.8681837916374207,0.4428958296775818,2.0018043518066406
winogrande,3,v_proj,layers.3.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,21,0.041015625,0.8887994289398193,0.581699550151825,1.2925680875778198
winogrande,3,up_proj,layers.3.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,449,0.21923828125,0.8034185767173767,0.4505165219306946,14.148640632629395
winogrande,3,down_proj,layers.3.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,357,0.17431640625,0.8249408602714539,0.4963056743144989,12.19564437866211
winogrande,4,q_proj,layers.4.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,400,0.1953125,0.8445601463317871,0.3601858913898468,2.409499406814575
winogrande,4,v_proj,layers.4.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,26,0.05078125,0.8858470320701599,0.5930702686309814,1.3826619386672974
winogrande,4,up_proj,layers.4.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,437,0.21337890625,0.8072905540466309,0.48075783252716064,13.694738388061523
winogrande,4,down_proj,layers.4.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,389,0.18994140625,0.829293429851532,0.492186576128006,12.734731674194336
winogrande,5,q_proj,layers.5.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,585,0.28564453125,0.8083654046058655,0.3296946883201599,2.118788957595825
winogrande,5,v_proj,layers.5.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,41,0.080078125,0.8679621815681458,0.5557194948196411,1.4135253429412842
winogrande,5,up_proj,layers.5.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,308,0.150390625,0.8304482102394104,0.5261861681938171,11.591310501098633
winogrande,5,down_proj,layers.5.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,261,0.12744140625,0.845304012298584,0.43101829290390015,10.017923355102539
winogrande,6,q_proj,layers.6.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,559,0.27294921875,0.8183053731918335,0.3774685263633728,2.473876476287842
winogrande,6,v_proj,layers.6.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,25,0.048828125,0.8937550783157349,0.5571261048316956,1.1521515846252441
winogrande,6,up_proj,layers.6.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,255,0.12451171875,0.8459876775741577,0.5102758407592773,10.492475509643555
winogrande,6,down_proj,layers.6.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,219,0.10693359375,0.8591529130935669,0.5002439618110657,9.297103881835938
winogrande,7,q_proj,layers.7.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,513,0.25048828125,0.8256751894950867,0.3731895387172699,1.9350718259811401
winogrande,7,v_proj,layers.7.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,10,0.01953125,0.933003306388855,0.6165215969085693,0.7397841811180115
winogrande,7,up_proj,layers.7.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,171,0.08349609375,0.8724607825279236,0.526461124420166,8.352502822875977
winogrande,7,down_proj,layers.7.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,104,0.05078125,0.8894625902175903,0.5506690740585327,6.608412265777588
winogrande,8,q_proj,layers.8.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,464,0.2265625,0.8400720357894897,0.37693244218826294,1.9282712936401367
winogrande,8,v_proj,layers.8.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,6,0.01171875,0.9324440956115723,0.6447724103927612,0.578384518623352
winogrande,8,up_proj,layers.8.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,105,0.05126953125,0.8889994621276855,0.5697949528694153,6.945602893829346
winogrande,8,down_proj,layers.8.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,69,0.03369140625,0.9019152522087097,0.5185232758522034,5.13722562789917
winogrande,9,q_proj,layers.9.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,325,0.15869140625,0.8726179599761963,0.40447625517845154,1.6930378675460815
winogrande,9,v_proj,layers.9.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,8,0.015625,0.9288327693939209,0.6161485910415649,0.8666083216667175
winogrande,9,up_proj,layers.9.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,64,0.03125,0.9106893539428711,0.5419707298278809,5.577461242675781
winogrande,9,down_proj,layers.9.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,45,0.02197265625,0.914375901222229,0.5659587979316711,4.669342041015625
winogrande,10,q_proj,layers.10.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,370,0.1806640625,0.8671828508377075,0.37456753849983215,1.4966065883636475
winogrande,10,v_proj,layers.10.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,10,0.01953125,0.9302995204925537,0.666037917137146,0.8362802267074585
winogrande,10,up_proj,layers.10.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,52,0.025390625,0.9169121980667114,0.5871323943138123,5.078138828277588
winogrande,10,down_proj,layers.10.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,48,0.0234375,0.9169808626174927,0.5482854843139648,4.9169921875
winogrande,11,q_proj,layers.11.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,126,0.0615234375,0.9074181318283081,0.4538114070892334,1.3546818494796753
winogrande,11,v_proj,layers.11.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,3,0.005859375,0.955924928188324,0.6704403758049011,0.49304845929145813
winogrande,11,up_proj,layers.11.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,19,0.00927734375,0.9348495006561279,0.5951724052429199,3.02809739112854
winogrande,11,down_proj,layers.11.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,16,0.0078125,0.9320811033248901,0.5715519189834595,2.9322710037231445
winogrande,12,q_proj,layers.12.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,140,0.068359375,0.9105088710784912,0.4561639428138733,0.8172020316123962
winogrande,12,v_proj,layers.12.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,0,0.0,0.9634847640991211,0.7130897641181946,0.0
winogrande,12,up_proj,layers.12.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,13,0.00634765625,0.9435844421386719,0.6319315433502197,2.6633098125457764
winogrande,12,down_proj,layers.12.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,23,0.01123046875,0.9422078728675842,0.5744970440864563,3.488340139389038
winogrande,13,q_proj,layers.13.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,157,0.07666015625,0.9040824174880981,0.453931987285614,1.171765923500061
winogrande,13,v_proj,layers.13.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,0,0.0,0.9749338626861572,0.7131582498550415,0.0
winogrande,13,up_proj,layers.13.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,13,0.00634765625,0.9458885788917542,0.5767735242843628,2.4371228218078613
winogrande,13,down_proj,layers.13.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,12,0.005859375,0.9487026333808899,0.635269820690155,2.470621109008789
winogrande,14,q_proj,layers.14.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,259,0.12646484375,0.8823539614677429,0.4448072016239166,0.8610469102859497
winogrande,14,v_proj,layers.14.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,0,0.0,0.9907799959182739,0.7964101433753967,0.0
winogrande,14,up_proj,layers.14.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,2,0.0009765625,0.9540698528289795,0.6511543393135071,0.8309894800186157
winogrande,14,down_proj,layers.14.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,11,0.00537109375,0.9551545977592468,0.6455762386322021,2.1667323112487793
winogrande,15,q_proj,layers.15.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,301,0.14697265625,0.8769813179969788,0.44041240215301514,1.1028183698654175
winogrande,15,v_proj,layers.15.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,0,0.0,0.988896369934082,0.7957095503807068,0.0
winogrande,15,up_proj,layers.15.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,15,0.00732421875,0.9477128386497498,0.6245590448379517,2.6710169315338135
winogrande,15,down_proj,layers.15.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,12,0.005859375,0.9447542428970337,0.6424562931060791,2.194586992263794
fever,0,q_proj,layers.0.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,373,0.18212890625,0.8553332090377808,0.287788450717926,1.912520408630371
fever,0,v_proj,layers.0.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,99,0.193359375,0.8157824873924255,0.48563286662101746,1.439408540725708
fever,0,up_proj,layers.0.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,472,0.23046875,0.7950056791305542,0.44494500756263733,15.592778205871582
fever,0,down_proj,layers.0.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,639,0.31201171875,0.7749121785163879,0.40998485684394836,18.48573875427246
fever,1,q_proj,layers.1.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,434,0.2119140625,0.8412008285522461,0.2861325442790985,2.2971363067626953
fever,1,v_proj,layers.1.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,107,0.208984375,0.8115231990814209,0.5106999278068542,2.0402841567993164
fever,1,up_proj,layers.1.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,514,0.2509765625,0.7950488924980164,0.4739244878292084,16.66465187072754
fever,1,down_proj,layers.1.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,457,0.22314453125,0.8067542314529419,0.4380141794681549,15.512740135192871
fever,2,q_proj,layers.2.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,403,0.19677734375,0.8474583029747009,0.3887200653553009,2.025350332260132
fever,2,v_proj,layers.2.self_attn.v_proj,0.7,0.5,"[0.0, 0.5]",512,33,0.064453125,0.8670344352722168,0.5777683258056641,1.350852131843567
fever,2,up_proj,layers.2.mlp.up_proj,0.7,0.5,"[0.0, 0.5]",2048,533,0.26025390625,0.7887750864028931,0.43589091300964355,16.171268463134766
fever,2,down_proj,layers.2.mlp.down_proj,0.7,0.5,"[0.0, 0.5]",2048,418,0.2041015625,0.8127140998840332,0.47189292311668396,13.867687225341797
fever,3,q_proj,layers.3.self_attn.q_proj,0.7,0.5,"[0.0, 0.5]",2048,357,0.17431640625,0.8542649149894714,0.4205043315887451,2.7046775817871094
